date,day_of_week,day_of_week_num,month,year,shift,shift_hour,is_weekend,is_holiday,station_id,station_factor,fuel_type,price_per_liter,predicted_demand_liters,actual_demand_liters,demand_accuracy,num_transactions,avg_liters_per_transaction,avg_wait_time_minutes,peak_wait_time_minutes,tank_capacity_liters,stock_before_liters,stock_after_liters,stock_percentage,alert_status,recommended_staff,temperature_celsius,rainfall_mm,revenue_lkr,seasonal_factor,shift_multiplier,weekend_multiplier,holiday_multiplier,weather_multiplier
2023-04-07,Friday,4,4,2023,morning,8,0,0,Station_C,0.9,Diesel,357.69,2737.8,2526.15,92.27,71,35.58,8.6,12.9,20000,14978.45,12452.3,62.3,normal,5,26.8,71.5,903581.99,1.3,1.3,1.0,1.0,1.0
2022-01-08,Saturday,5,1,2022,evening,20,1,0,Station_D,1.1,Diesel,357.69,2103.75,2101.6,99.9,56,37.53,7.7,7.7,15000,14075.98,11974.38,79.8,normal,5,31.5,0.0,751730.13,1.0,0.85,1.25,1.0,1.0
2024-08-15,Thursday,3,8,2024,afternoon,14,0,1,Station_C,0.9,Petrol_92,381.54,1744.2,1724.77,98.89,40,43.12,7.6,7.6,15000,14231.28,12506.51,83.4,normal,4,26.1,136.1,658077.02,0.85,1.0,1.0,1.6,0.95
2024-11-18,Monday,0,11,2024,afternoon,14,0,0,Station_E,0.8,Super_Diesel,421.68,414.51,355.22,85.7,9,39.47,5.0,5.0,20000,10507.25,10152.03,50.8,normal,2,22.7,62.5,149789.99,0.74,1.0,1.0,1.0,1.0
2023-05-09,Tuesday,1,5,2023,morning,8,0,0,Station_E,0.8,Petrol_92,376.02,1965.3,2205.6,87.77,57,38.69,8.9,13.4,15000,10072.45,7866.85,52.4,normal,5,27.7,8.9,829341.65,1.26,1.3,1.0,1.0,1.0
2024-11-02,Saturday,5,11,2024,afternoon,14,1,0,Station_E,0.8,Petrol_92,379.02,1110.29,1077.67,97.06,30,35.92,5.9,5.9,20000,16257.92,15180.25,75.9,normal,3,26.4,67.5,408453.27,0.74,1.0,1.25,1.0,1.0
2023-04-26,Wednesday,2,4,2023,evening,20,0,0,Station_B,1.0,Diesel,363.71,1989.0,1428.22,71.81,37,38.6,6.2,6.2,10000,5247.9,3819.68,38.2,low,3,29.6,0.0,519457.39,1.3,0.85,1.0,1.0,1.0
2023-03-06,Monday,0,3,2023,evening,20,0,0,Station_B,1.0,Diesel,363.58,1927.51,1887.85,97.94,52,36.3,7.2,7.2,15000,9596.27,7708.42,51.4,normal,4,32.2,0.0,686378.28,1.26,0.85,1.0,1.0,1.0
2024-11-16,Saturday,5,11,2024,afternoon,14,1,0,Station_A,1.2,Super_Diesel,417.41,738.34,814.26,89.72,18,45.24,7.7,7.7,20000,13075.7,12261.44,61.3,normal,2,31.0,120.2,339880.81,0.74,1.0,1.25,1.0,0.95
2022-12-19,Monday,0,12,2022,afternoon,14,0,0,Station_E,0.8,Petrol_92,376.54,1020.0,704.21,69.04,18,39.12,4.9,4.9,10000,6499.2,5794.99,57.9,normal,2,29.6,42.3,265163.4,0.85,1.0,1.0,1.0,1.0
2024-03-24,Sunday,6,3,2024,morning,8,1,0,Station_C,0.9,Petrol_95,450.0,1658.22,1731.16,95.6,41,42.22,10.7,16.0,10000,5979.05,4247.89,42.5,normal,4,30.5,0.0,779028.26,1.26,1.3,1.25,1.0,1.0
2024-01-19,Friday,4,1,2024,evening,20,0,0,Station_E,0.8,Petrol_95,445.03,612.0,638.62,95.65,16,39.91,5.8,5.8,20000,12467.83,11829.21,59.1,normal,2,29.3,0.0,284203.93,1.0,0.85,1.0,1.0,1.0
2022-09-04,Sunday,6,9,2022,morning,8,1,0,Station_D,1.1,Petrol_95,446.53,1131.25,1323.15,83.04,33,40.1,8.9,13.4,10000,6669.15,5346.0,53.5,normal,3,25.0,145.2,590828.85,0.74,1.3,1.25,1.0,0.95
2022-03-09,Wednesday,2,3,2022,morning,8,0,0,Station_E,0.8,Petrol_92,383.52,1965.3,1856.36,94.46,45,41.25,8.0,12.0,20000,11383.29,9526.93,47.6,normal,4,32.0,0.0,711953.3,1.26,1.3,1.0,1.0,1.0
2024-05-28,Tuesday,1,5,2024,evening,20,0,0,Station_C,0.9,Petrol_95,447.12,867.38,800.33,92.27,19,42.12,6.6,6.6,15000,9372.6,8572.27,57.1,normal,2,33.0,66.3,357844.61,1.26,0.85,1.0,1.0,1.0
2023-03-23,Thursday,3,3,2023,morning,8,0,0,Station_E,0.8,Petrol_92,378.29,1965.3,1938.77,98.65,49,39.57,8.2,12.3,20000,12087.85,10149.08,50.7,normal,4,31.2,0.0,733408.18,1.26,1.3,1.0,1.0,1.0
2022-07-20,Wednesday,2,7,2022,afternoon,14,0,0,Station_D,1.1,Super_Diesel,420.97,731.5,709.16,96.95,17,41.72,7.1,7.1,10000,9325.33,8616.17,86.2,normal,2,27.0,157.3,298533.42,1.0,1.0,1.0,1.0,0.95
2023-12-10,Sunday,6,12,2023,afternoon,14,1,0,Station_C,0.9,Petrol_92,375.85,1434.37,1418.75,98.91,35,40.54,6.8,6.8,10000,6364.6,4945.85,49.5,normal,3,27.6,0.0,533238.46,0.85,1.0,1.25,1.0,1.0
2024-01-01,Monday,0,1,2024,afternoon,14,0,1,Station_A,1.2,Super_Diesel,420.26,1344.0,1431.36,93.5,33,43.37,11.2,11.2,20000,14471.39,13040.03,65.2,normal,3,27.1,18.3,601540.46,1.0,1.0,1.0,1.6,1.0
2022-07-19,Tuesday,1,7,2022,evening,20,0,0,Station_A,1.2,Petrol_92,380.1,1453.5,1436.11,98.8,32,44.88,6.8,6.8,20000,18449.85,17013.74,85.1,normal,3,26.5,150.8,545867.6,1.0,0.85,1.0,1.0,0.95
2024-05-02,Thursday,3,5,2024,afternoon,14,0,0,Station_E,0.8,Super_Diesel,422.48,705.49,878.26,75.51,20,43.91,8.0,8.0,15000,13551.09,12672.83,84.5,normal,2,27.8,80.1,371049.23,1.26,1.0,1.0,1.0,1.0
2022-10-18,Tuesday,1,10,2022,morning,8,0,0,Station_E,0.8,Super_Diesel,422.39,484.12,402.08,83.05,9,44.68,5.3,8.0,15000,12420.58,12018.5,80.1,normal,2,26.1,138.8,169835.93,0.7,1.3,1.0,1.0,0.95
2022-11-05,Saturday,5,11,2022,evening,20,1,0,Station_E,0.8,Petrol_92,377.83,943.75,915.58,97.02,20,45.78,5.4,5.4,20000,14649.44,13733.86,68.7,normal,2,28.2,23.4,345937.08,0.74,0.85,1.25,1.0,1.0
2023-07-07,Friday,4,7,2023,evening,20,0,0,Station_B,1.0,Super_Diesel,419.68,565.25,668.16,81.79,14,47.73,6.8,6.8,15000,11180.05,10511.89,70.1,normal,2,26.7,172.1,280410.78,1.0,0.85,1.0,1.0,0.95
2023-11-10,Friday,4,11,2023,morning,8,0,0,Station_A,1.2,Petrol_92,379.67,1732.05,1671.16,96.48,38,43.98,7.5,11.2,15000,10902.14,9230.98,61.5,normal,4,23.4,60.9,634483.6,0.74,1.3,1.0,1.0,1.0
2022-06-03,Friday,4,6,2022,afternoon,14,0,0,Station_B,1.0,Super_Diesel,416.8,764.75,623.34,81.51,14,44.52,6.6,6.6,20000,15803.64,15180.3,75.9,normal,2,26.7,135.9,259809.87,1.15,1.0,1.0,1.0,0.95
2022-02-07,Monday,0,2,2022,afternoon,14,0,0,Station_B,1.0,Super_Diesel,421.57,805.0,980.82,78.16,23,42.64,8.6,8.6,20000,13786.64,12805.82,64.0,normal,2,27.9,0.0,413482.04,1.15,1.0,1.0,1.0,1.0
2023-05-30,Tuesday,1,5,2023,afternoon,14,0,0,Station_B,1.0,Super_Diesel,423.42,881.87,856.66,97.14,21,40.79,7.9,7.9,10000,6407.22,5550.56,55.5,normal,2,31.4,60.4,362729.22,1.26,1.0,1.0,1.0,1.0
2024-03-12,Tuesday,1,3,2024,afternoon,14,0,0,Station_D,1.1,Petrol_92,383.9,2078.68,2201.54,94.09,60,36.69,8.9,8.9,15000,12184.13,9982.59,66.6,normal,5,33.4,0.0,845160.24,1.26,1.0,1.0,1.0,1.0
2024-10-13,Sunday,6,10,2024,morning,8,1,0,Station_C,0.9,Petrol_95,449.6,921.38,966.42,95.11,23,42.02,7.3,11.0,15000,13981.76,13015.34,86.8,normal,2,21.5,98.3,434504.39,0.7,1.3,1.25,1.0,1.0
2024-05-06,Monday,0,5,2024,morning,8,0,0,Station_B,1.0,Petrol_92,380.05,2456.62,2572.92,95.27,58,44.36,9.9,14.8,10000,7206.71,4633.79,46.3,normal,5,27.3,40.0,977850.75,1.26,1.3,1.0,1.0,1.0
2022-12-24,Saturday,5,12,2022,afternoon,14,1,0,Station_E,0.8,Petrol_92,384.9,1275.0,1306.58,97.52,31,42.15,6.5,6.5,20000,13716.97,12410.39,62.1,normal,3,28.3,0.0,502896.86,0.85,1.0,1.25,1.0,1.0
2022-01-31,Monday,0,1,2022,morning,8,0,0,Station_B,1.0,Petrol_95,454.04,1170.0,1322.11,87.0,36,36.73,8.9,13.4,10000,6623.15,5301.04,53.0,normal,3,28.2,0.0,600288.04,1.0,1.3,1.0,1.0,1.0
2023-01-28,Saturday,5,1,2023,evening,20,1,0,Station_D,1.1,Super_Diesel,418.81,818.13,779.21,95.24,21,37.11,7.5,7.5,15000,10214.47,9435.26,62.9,normal,2,29.5,0.0,326343.59,1.0,0.85,1.25,1.0,1.0
2023-01-02,Monday,0,1,2023,afternoon,14,0,0,Station_D,1.1,Diesel,358.21,1980.0,2096.32,94.13,57,36.78,7.7,7.7,15000,13396.01,11299.69,75.3,normal,5,29.8,0.0,750922.75,1.0,1.0,1.0,1.0,1.0
2023-05-27,Saturday,5,5,2023,evening,20,1,0,Station_B,1.0,Petrol_95,446.25,1204.69,1181.18,98.05,27,43.75,8.2,8.2,15000,11506.89,10325.71,68.8,normal,3,28.4,42.5,527106.67,1.26,0.85,1.25,1.0,1.0
2023-02-05,Sunday,6,2,2023,morning,8,1,0,Station_D,1.1,Petrol_92,377.4,3083.44,2944.18,95.48,78,37.75,10.9,16.4,10000,7417.19,4473.01,44.7,normal,5,30.1,0.0,1111146.64,1.15,1.3,1.25,1.0,1.0
2022-04-20,Wednesday,2,4,2022,morning,8,0,0,Station_A,1.2,Petrol_95,446.18,1825.2,1798.81,98.55,43,41.83,11.0,16.5,10000,6980.98,5182.17,51.8,normal,4,33.7,4.7,802586.76,1.3,1.3,1.0,1.0,1.0
2024-05-02,Thursday,3,5,2024,afternoon,14,0,0,Station_D,1.1,Petrol_92,377.61,2078.68,2313.26,88.71,54,42.84,9.2,9.2,20000,15047.51,12734.25,63.7,normal,5,27.8,80.1,873517.14,1.26,1.0,1.0,1.0,1.0
2023-04-01,Saturday,5,4,2023,afternoon,14,1,0,Station_B,1.0,Petrol_92,378.71,2437.5,2817.39,84.41,65,43.34,10.5,10.5,20000,11777.54,8960.15,44.8,normal,5,28.9,0.0,1066979.36,1.3,1.0,1.25,1.0,1.0
2022-11-30,Wednesday,2,11,2022,afternoon,14,0,0,Station_E,0.8,Diesel,358.13,1065.88,1008.2,94.59,27,37.34,5.2,5.2,20000,12585.85,11577.65,57.9,normal,3,26.1,65.3,361066.05,0.74,1.0,1.0,1.0,1.0
2023-08-19,Saturday,5,8,2023,morning,8,1,0,Station_D,1.1,Super_Diesel,423.49,1010.38,975.44,96.54,22,44.34,8.6,12.9,10000,6875.49,5900.05,59.0,normal,2,23.4,216.4,413088.08,0.85,1.3,1.25,1.0,0.95
2022-01-31,Monday,0,1,2022,morning,8,0,0,Station_D,1.1,Petrol_92,383.36,2145.0,2439.82,86.26,63,38.73,9.5,14.2,20000,16658.73,14218.91,71.1,normal,5,28.2,0.0,935335.14,1.0,1.3,1.0,1.0,1.0
2024-06-24,Monday,0,6,2024,evening,20,0,0,Station_B,1.0,Petrol_92,376.66,1392.94,1114.2,79.99,26,42.85,6.0,6.0,10000,8964.59,7850.39,78.5,normal,3,29.0,135.8,419670.2,1.15,0.85,1.0,1.0,0.95
2024-04-13,Saturday,5,4,2024,afternoon,14,1,1,Station_D,1.1,Petrol_92,375.87,4290.0,4219.7,98.36,97,43.5,14.3,14.3,15000,13152.4,8932.7,59.6,normal,5,31.9,0.0,1586055.7,1.3,1.0,1.25,1.6,1.0
2022-03-03,Thursday,3,3,2022,evening,20,0,0,Station_A,1.2,Diesel,361.68,2313.01,1995.44,86.27,52,38.37,7.4,7.4,15000,9869.5,7874.06,52.5,normal,4,27.9,0.0,721716.88,1.26,0.85,1.0,1.0,1.0
2022-06-26,Sunday,6,6,2022,evening,20,1,0,Station_D,1.1,Petrol_92,380.69,1915.29,2058.22,92.54,53,38.83,8.5,8.5,10000,7019.64,4961.42,49.6,normal,5,24.1,116.5,783540.61,1.15,0.85,1.25,1.0,0.95
2023-11-02,Thursday,3,11,2023,afternoon,14,0,0,Station_E,0.8,Diesel,363.18,1065.88,1077.42,98.92,25,43.1,5.4,5.4,15000,13836.1,12758.68,85.1,normal,3,22.8,33.6,391301.16,0.74,1.0,1.0,1.0,1.0
2022-08-12,Friday,4,8,2022,evening,20,0,0,Station_E,0.8,Diesel,358.34,988.38,1219.13,76.65,32,38.1,5.7,5.7,20000,14544.98,13325.85,66.6,normal,3,26.7,140.8,436862.98,0.85,0.85,1.0,1.0,0.95
2023-06-13,Tuesday,1,6,2023,afternoon,14,0,0,Station_E,0.8,Petrol_95,451.16,786.6,656.87,83.51,16,41.05,5.9,5.9,15000,11962.68,11305.81,75.4,normal,2,25.2,112.8,296356.73,1.15,1.0,1.0,1.0,0.95
2023-08-23,Wednesday,2,8,2023,afternoon,14,0,0,Station_A,1.2,Petrol_95,446.45,872.1,999.79,85.36,22,45.44,7.4,7.4,10000,8265.24,7265.45,72.7,normal,2,24.3,152.1,446352.51,0.85,1.0,1.0,1.0,0.95
2024-05-07,Tuesday,1,5,2024,evening,20,0,0,Station_B,1.0,Petrol_92,377.3,1606.25,1379.3,85.87,33,41.8,6.7,6.7,10000,7049.53,5670.23,56.7,normal,3,29.5,39.3,520414.83,1.26,0.85,1.0,1.0,1.0
2022-01-22,Saturday,5,1,2022,afternoon,14,1,0,Station_D,1.1,Super_Diesel,421.07,962.5,980.39,98.14,27,36.31,8.6,8.6,10000,7971.94,6991.55,69.9,normal,2,28.2,0.0,412808.13,1.0,1.0,1.25,1.0,1.0
2023-03-21,Tuesday,1,3,2023,afternoon,14,0,0,Station_D,1.1,Diesel,356.57,2494.42,2015.41,80.8,52,38.76,7.5,7.5,10000,6318.39,4302.98,43.0,normal,5,32.3,0.0,718633.67,1.26,1.0,1.0,1.0,1.0
2022-04-08,Friday,4,4,2022,afternoon,14,0,0,Station_A,1.2,Super_Diesel,422.83,1092.0,1177.82,92.14,30,39.26,9.7,9.7,20000,10942.95,9765.13,48.8,normal,3,30.6,0.0,498022.67,1.3,1.0,1.0,1.0,1.0
2022-03-08,Tuesday,1,3,2022,evening,20,0,0,Station_D,1.1,Petrol_92,377.78,1766.88,1854.26,95.05,46,40.31,7.9,7.9,20000,11183.15,9328.89,46.6,normal,4,29.8,0.0,700496.17,1.26,0.85,1.0,1.0,1.0
2022-12-24,Saturday,5,12,2022,evening,20,1,0,Station_E,0.8,Super_Diesel,420.06,505.75,464.69,91.88,11,42.24,5.7,5.7,20000,11795.38,11330.69,56.7,normal,2,28.3,0.0,195198.67,0.85,0.85,1.25,1.0,1.0
2022-03-14,Monday,0,3,2022,afternoon,14,0,0,Station_B,1.0,Diesel,360.52,2267.65,2108.53,92.98,49,43.03,7.7,7.7,15000,9425.87,7317.34,48.8,normal,5,28.8,0.0,760168.49,1.26,1.0,1.0,1.0,1.0
2024-09-06,Friday,4,9,2024,morning,8,0,0,Station_A,1.2,Diesel,356.11,1974.54,1798.14,91.07,48,37.46,7.0,10.5,15000,13634.07,11835.93,78.9,normal,4,25.8,140.9,640341.8,0.74,1.3,1.0,1.0,0.95
2023-03-18,Saturday,5,3,2023,evening,20,1,0,Station_E,0.8,Petrol_92,377.83,1606.25,1443.05,89.84,40,36.08,6.8,6.8,15000,9242.98,7799.93,52.0,normal,3,27.6,0.0,545230.25,1.26,0.85,1.25,1.0,1.0
2022-05-22,Sunday,6,5,2022,evening,20,1,1,Station_B,1.0,Petrol_92,378.73,3212.51,3365.35,95.24,79,42.6,12.0,12.0,15000,12514.01,9148.66,61.0,normal,5,28.8,76.5,1274549.29,1.26,0.85,1.25,1.6,1.0
2022-06-02,Thursday,3,6,2022,evening,20,0,0,Station_B,1.0,Petrol_95,453.48,835.76,1048.55,74.54,24,43.69,7.7,7.7,10000,5182.4,4133.85,41.3,normal,3,28.7,100.7,475501.21,1.15,0.85,1.0,1.0,0.95
2024-02-01,Thursday,3,2,2024,afternoon,14,0,0,Station_E,0.8,Petrol_92,383.65,1380.0,877.36,63.58,24,36.56,5.3,5.3,15000,8268.0,7390.64,49.3,normal,2,30.0,0.0,336601.09,1.15,1.0,1.0,1.0,1.0
2024-07-14,Sunday,6,7,2024,afternoon,14,1,0,Station_E,0.8,Super_Diesel,423.91,700.0,793.35,86.66,20,39.67,7.5,7.5,15000,8675.01,7881.66,52.5,normal,2,22.8,83.8,336308.24,1.0,1.0,1.25,1.0,1.0
2024-07-08,Monday,0,7,2024,afternoon,14,0,0,Station_C,0.9,Diesel,357.41,1539.0,1343.16,87.27,30,44.77,6.0,6.0,10000,7197.31,5854.15,58.5,normal,3,26.4,140.1,480054.67,1.0,1.0,1.0,1.0,0.95
2023-07-20,Thursday,3,7,2023,morning,8,0,0,Station_E,0.8,Diesel,361.66,1778.4,1954.27,90.11,46,42.48,7.3,11.0,15000,12148.06,10193.79,68.0,normal,4,24.5,124.0,706789.4,1.0,1.3,1.0,1.0,0.95
2022-04-09,Saturday,5,4,2022,morning,8,1,0,Station_A,1.2,Petrol_92,375.68,3802.5,3501.77,92.09,78,44.89,12.3,18.5,20000,18796.74,15294.97,76.5,normal,5,27.0,0.0,1315536.04,1.3,1.3,1.25,1.0,1.0
2024-08-19,Monday,0,8,2024,afternoon,14,0,0,Station_B,1.0,Super_Diesel,422.81,565.25,412.56,72.99,9,45.84,5.4,5.4,20000,16702.72,16290.16,81.5,normal,2,26.0,109.9,174434.76,0.85,1.0,1.0,1.0,0.95
2022-07-27,Wednesday,2,7,2022,morning,8,0,0,Station_A,1.2,Super_Diesel,423.15,1037.4,1075.02,96.37,25,43.0,9.1,13.6,10000,5920.7,4845.68,48.5,normal,3,26.5,104.2,454895.68,1.0,1.3,1.0,1.0,0.95
2022-10-03,Monday,0,10,2022,afternoon,14,0,0,Station_D,1.1,Diesel,355.77,1386.0,1370.23,98.86,35,39.15,6.0,6.0,10000,7898.11,6527.88,65.3,normal,3,23.2,63.9,487491.29,0.7,1.0,1.0,1.0,1.0
2023-02-04,Saturday,5,2,2023,evening,20,1,1,Station_A,1.2,Petrol_92,384.05,3519.0,3560.78,98.81,99,35.97,12.5,12.5,20000,18470.6,14909.82,74.5,normal,5,28.2,0.0,1367501.7,1.15,0.85,1.25,1.6,1.0
2022-05-11,Wednesday,2,5,2022,afternoon,14,0,0,Station_A,1.2,Super_Diesel,418.65,1058.24,1082.93,97.67,27,40.11,9.2,9.2,10000,6474.84,5391.91,53.9,normal,3,28.7,54.5,453372.41,1.26,1.0,1.0,1.0,1.0
2024-02-12,Monday,0,2,2024,morning,8,0,0,Station_C,0.9,Petrol_92,376.33,2018.25,1822.42,90.3,42,43.39,7.9,11.9,20000,17244.28,15421.86,77.1,normal,4,29.4,0.0,685840.38,1.15,1.3,1.0,1.0,1.0
2023-04-07,Friday,4,4,2023,evening,20,0,0,Station_C,0.9,Super_Diesel,419.7,696.15,582.73,83.71,14,41.62,6.3,6.3,10000,6312.64,5729.91,57.3,normal,2,26.8,71.5,244572.47,1.3,0.85,1.0,1.0,1.0
2024-06-03,Monday,0,6,2024,evening,20,0,0,Station_D,1.1,Petrol_95,445.22,919.34,813.66,88.5,20,40.68,6.6,6.6,20000,11264.29,10450.63,52.3,normal,2,27.2,120.1,362260.52,1.15,0.85,1.0,1.0,0.95
2022-08-07,Sunday,6,8,2022,evening,20,1,0,Station_C,0.9,Petrol_95,452.67,694.95,578.79,83.29,13,44.52,5.6,5.6,20000,11724.68,11145.89,55.7,normal,2,25.3,135.1,261999.36,0.85,0.85,1.25,1.0,0.95
2024-08-07,Wednesday,2,8,2024,afternoon,14,0,0,Station_A,1.2,Petrol_95,449.84,872.1,749.76,85.97,20,37.49,6.3,6.3,10000,5984.88,5235.12,52.4,normal,2,28.0,230.9,337274.92,0.85,1.0,1.0,1.0,0.95
2024-06-26,Wednesday,2,6,2024,afternoon,14,0,0,Station_B,1.0,Super_Diesel,420.07,764.75,851.89,88.61,24,35.5,7.9,7.9,15000,9400.09,8548.2,57.0,normal,2,28.0,135.4,357857.62,1.15,1.0,1.0,1.0,0.95
2024-01-18,Thursday,3,1,2024,afternoon,14,0,0,Station_B,1.0,Super_Diesel,423.46,700.0,741.1,94.13,18,41.17,7.2,7.2,15000,13713.8,12972.7,86.5,normal,2,28.2,0.0,313824.24,1.0,1.0,1.0,1.0,1.0
2024-02-05,Monday,0,2,2024,afternoon,14,0,0,Station_A,1.2,Petrol_95,452.89,1242.0,1417.96,85.83,37,38.32,9.3,9.3,10000,5676.52,4258.56,42.6,normal,3,27.2,0.0,642175.5,1.15,1.0,1.0,1.0,1.0
2022-06-20,Monday,0,6,2022,afternoon,14,0,0,Station_A,1.2,Petrol_95,448.16,1179.9,1159.38,98.26,28,41.41,8.2,8.2,15000,8408.5,7249.12,48.3,normal,3,24.2,105.5,519590.24,1.15,1.0,1.0,1.0,0.95
2024-12-19,Thursday,3,12,2024,afternoon,14,0,0,Station_A,1.2,Petrol_95,452.87,918.0,778.89,84.85,17,45.82,6.5,6.5,10000,5060.12,4281.23,42.8,normal,2,25.9,0.7,352738.64,0.85,1.0,1.0,1.0,1.0
2022-02-21,Monday,0,2,2022,evening,20,0,0,Station_C,0.9,Petrol_92,380.66,1319.62,1694.75,71.57,48,35.31,7.5,7.5,15000,9921.85,8227.1,54.8,normal,4,28.7,0.0,645116.43,1.15,0.85,1.0,1.0,1.0
2024-07-24,Wednesday,2,7,2024,morning,8,0,0,Station_B,1.0,Petrol_92,381.52,1852.5,1420.81,76.7,32,44.4,6.8,10.2,15000,13639.14,12218.33,81.5,normal,3,25.7,119.5,542063.88,1.0,1.3,1.0,1.0,0.95
2022-07-12,Tuesday,1,7,2022,evening,20,0,0,Station_B,1.0,Diesel,358.5,1453.5,1344.88,92.53,37,36.35,6.0,6.0,20000,15096.54,13751.66,68.8,normal,3,25.0,214.0,482139.12,1.0,0.85,1.0,1.0,0.95
2022-05-03,Tuesday,1,5,2022,morning,8,0,0,Station_E,0.8,Super_Diesel,420.69,917.14,830.74,90.58,23,36.12,7.7,11.6,20000,13357.7,12526.96,62.6,normal,2,29.2,0.0,349483.86,1.26,1.3,1.0,1.0,1.0
2023-02-27,Monday,0,2,2023,morning,8,0,0,Station_A,1.2,Petrol_92,380.67,2691.0,2722.87,98.82,61,44.64,10.3,15.4,15000,10116.35,7393.48,49.3,normal,5,29.9,0.0,1036506.42,1.15,1.3,1.0,1.0,1.0
2023-07-07,Friday,4,7,2023,evening,20,0,0,Station_A,1.2,Super_Diesel,423.97,678.3,653.95,96.41,15,43.6,6.7,6.7,15000,14158.75,13504.8,90.0,normal,2,26.7,172.1,277255.0,1.0,0.85,1.0,1.0,0.95
2023-08-25,Friday,4,8,2023,morning,8,0,0,Station_C,0.9,Diesel,358.09,1700.6,1513.37,88.99,36,42.04,6.4,9.6,20000,10754.14,9240.77,46.2,normal,4,21.9,148.9,541917.63,0.85,1.3,1.0,1.0,0.95
2023-08-20,Sunday,6,8,2023,afternoon,14,1,0,Station_D,1.1,Petrol_95,453.88,999.28,934.46,93.51,23,40.63,7.2,7.2,15000,9757.47,8823.01,58.8,normal,2,22.9,127.1,424131.7,0.85,1.0,1.25,1.0,0.95
2023-12-19,Tuesday,1,12,2023,evening,20,0,0,Station_A,1.2,Diesel,360.86,1560.6,1417.81,90.85,35,40.51,6.2,6.2,10000,6842.45,5424.64,54.2,normal,3,26.4,42.5,511627.76,0.85,0.85,1.0,1.0,1.0
2024-12-17,Tuesday,1,12,2024,morning,8,0,0,Station_C,0.9,Petrol_92,378.65,1491.75,1603.57,92.5,39,41.12,7.3,11.0,15000,13525.22,11921.65,79.5,normal,4,28.1,0.0,607186.61,0.85,1.3,1.0,1.0,1.0
2023-08-16,Wednesday,2,8,2023,evening,20,0,0,Station_A,1.2,Diesel,362.8,1482.57,1354.97,91.39,36,37.64,6.0,6.0,20000,14268.37,12913.4,64.6,normal,3,23.7,136.3,491583.31,0.85,0.85,1.0,1.0,0.95
2023-06-14,Wednesday,2,6,2023,morning,8,0,0,Station_D,1.1,Diesel,355.84,2812.1,3164.95,87.45,84,37.68,10.0,15.0,10000,8982.08,5817.13,58.2,normal,5,25.0,113.2,1126228.09,1.15,1.3,1.0,1.0,0.95
2023-01-08,Sunday,6,1,2023,morning,8,1,0,Station_E,0.8,Diesel,360.0,2340.0,2375.41,98.49,62,38.31,8.3,12.5,20000,18126.7,15751.29,78.8,normal,5,31.8,0.0,855136.3,1.0,1.3,1.25,1.0,1.0
2024-08-25,Sunday,6,8,2024,afternoon,14,1,0,Station_D,1.1,Super_Diesel,424.94,777.22,734.51,94.5,19,38.66,7.2,7.2,20000,14766.68,14032.17,70.2,normal,2,24.8,173.6,312125.87,0.85,1.0,1.25,1.0,0.95
2022-09-12,Monday,0,9,2022,evening,20,0,0,Station_C,0.9,Super_Diesel,422.62,376.55,423.27,87.59,11,38.48,5.4,5.4,20000,12273.08,11849.81,59.2,normal,2,26.0,119.8,178881.64,0.74,0.85,1.0,1.0,0.95
2023-08-31,Thursday,3,8,2023,afternoon,14,0,0,Station_D,1.1,Petrol_95,448.58,799.43,952.67,80.83,22,43.3,7.2,7.2,15000,9298.34,8345.67,55.6,normal,2,23.2,170.1,427347.01,0.85,1.0,1.0,1.0,0.95
2024-08-19,Monday,0,8,2024,afternoon,14,0,0,Station_A,1.2,Diesel,363.33,1744.2,2091.22,80.1,57,36.69,7.6,7.6,15000,10269.89,8178.67,54.5,normal,5,26.0,109.9,759794.86,0.85,1.0,1.0,1.0,0.95
2023-04-22,Saturday,5,4,2023,afternoon,14,1,0,Station_B,1.0,Petrol_95,452.53,1462.5,1171.87,80.13,26,45.07,8.2,8.2,10000,7096.19,5924.32,59.2,normal,3,28.5,0.0,530310.22,1.3,1.0,1.25,1.0,1.0
2023-08-13,Sunday,6,8,2023,morning,8,1,0,Station_D,1.1,Super_Diesel,418.64,1010.38,971.76,96.18,22,44.17,8.6,12.9,15000,12626.92,11655.16,77.7,normal,2,25.5,128.2,406817.53,0.85,1.3,1.25,1.0,0.95
2024-01-15,Monday,0,1,2024,morning,8,0,0,Station_E,0.8,Petrol_95,451.86,936.0,1056.95,87.08,27,39.15,7.7,11.6,20000,10052.11,8995.16,45.0,normal,3,28.2,0.0,477598.09,1.0,1.3,1.0,1.0,1.0
2022-04-26,Tuesday,1,4,2022,afternoon,14,0,0,Station_A,1.2,Petrol_92,379.25,2340.0,2142.74,91.57,49,43.73,8.7,8.7,20000,11602.91,9460.17,47.3,normal,5,29.4,0.0,812628.09,1.3,1.0,1.0,1.0,1.0
2024-12-06,Friday,4,12,2024,evening,20,0,0,Station_B,1.0,Super_Diesel,418.35,505.75,328.15,64.88,8,41.02,4.9,4.9,20000,13979.75,13651.6,68.3,normal,2,26.8,0.0,137282.0,0.85,0.85,1.0,1.0,1.0
2024-05-09,Thursday,3,5,2024,evening,20,0,0,Station_E,0.8,Super_Diesel,424.18,599.67,703.3,82.72,15,46.89,7.0,7.0,15000,10835.52,10132.22,67.5,normal,2,29.2,8.0,298323.04,1.26,0.85,1.0,1.0,1.0
