stationId,stationName,brand,province,town,latitude,longitude,petrolAvailability,dieselAvailability,superPetrolAvailability,lastUpdated,availabilityConfidence,estimatedWaitTime
FS190,Ceypetco Maharagama,Ceypetco,Western,Maharagama,6.8444,79.928,Limited,Available,Not Available,12/26/2025 20:35,Medium,17
FS191,IOC Piliyandala,IOC,Western,Piliyandala,6.8,79.9167,Available,Available,Available,12/26/2025 20:40,High,9
FS192,Ceypetco Kesbewa,Ceypetco,Western,Kesbewa,6.7833,79.9417,Limited,Available,Not Available,12/26/2025 20:45,Medium,20
FS193,IOC Moratuwa,IOC,Western,Moratuwa,6.773,79.8816,Available,Available,Available,12/26/2025 20:50,High,8
FS194,Ceypetco Ratmalana,Ceypetco,Western,Ratmalana,6.8197,79.8801,Limited,Available,Not Available,12/26/2025 20:55,Medium,18
FS195,IOC Mount Lavinia,IOC,Western,Mount Lavinia,6.829,79.8655,Available,Available,Available,12/26/2025 21:00,High,9
FS196,Ceypetco Wellawatte,Ceypetco,Western,Wellawatte,6.8756,79.8596,Limited,Available,Not Available,12/26/2025 21:05,Medium,16
FS197,IOC Bambalapitiya,IOC,Western,Bambalapitiya,6.8886,79.8565,Available,Available,Available,12/26/2025 21:10,High,7
FS198,Ceypetco Kollupitiya,Ceypetco,Western,Kollupitiya,6.9147,79.8484,Limited,Available,Not Available,12/26/2025 21:15,Medium,15
FS199,IOC Colombo 07,IOC,Western,Colombo 07,6.912,79.865,Available,Available,Available,12/26/2025 21:20,High,6
FS200,Ceypetco Borella,Ceypetco,Western,Borella,6.9145,79.877,Limited,Available,Not Available,12/26/2025 21:25,Medium,14
FS201,IOC Rajagiriya,IOC,Western,Rajagiriya,6.9108,79.9026,Available,Available,Available,12/26/2025 21:30,High,8
FS202,Ceypetco Battaramulla,Ceypetco,Western,Battaramulla,6.9044,79.9192,Limited,Available,Not Available,12/26/2025 21:35,Medium,18
FS203,Lanka Fuel Thalawathugoda,Lanka,Western,Thalawathugoda,6.8725,79.9397,Available,Limited,Not Available,12/26/2025 21:40,Medium,22
FS204,IOC Kandy City,IOC,Central,Kandy,7.2906,80.6337,Available,Available,Available,12/26/2025 21:45,High,10
FS205,Ceypetco Peradeniya,Ceypetco,Central,Peradeniya,7.2675,80.595,Limited,Available,Not Available,12/26/2025 21:50,Medium,20
FS206,Lanka Fuel Katugastota,Lanka,Central,Katugastota,7.3214,80.6216,Available,Limited,Not Available,12/26/2025 21:55,Medium,24
FS207,IOC Anuradhapura New Town,IOC,North Central,Anuradhapura,8.3114,80.4037,Available,Available,Available,12/26/2025 22:00,High,9
FS208,Ceypetco Mihintale,Ceypetco,North Central,Mihintale,8.3596,80.5101,Limited,Available,Not Available,12/26/2025 22:05,Medium,23
FS209,IOC Polonnaruwa,IOC,North Central,Polonnaruwa,7.9403,81.0188,Available,Available,Available,12/26/2025 22:10,High,11
FS210,Ceypetco Hingurakgoda,Ceypetco,North Central,Hingurakgoda,8.0366,80.9487,Limited,Available,Not Available,12/26/2025 22:15,Medium,26
FS211,IOC Kurunegala South,IOC,North Western,Kurunegala,7.4818,80.3609,Available,Available,Available,12/26/2025 22:20,High,10
FS212,Ceypetco Melsiripura,Ceypetco,North Western,Melsiripura,7.65,80.495,Limited,Available,Not Available,12/26/2025 22:25,Medium,27
FS213,IOC Jaffna Town,IOC,Northern,Jaffna,9.6615,80.0255,Available,Available,Available,12/26/2025 22:30,High,8
FS214,Ceypetco Kilinochchi,Ceypetco,Northern,Kilinochchi,9.3803,80.377,Limited,Available,Not Available,12/26/2025 22:35,Medium,30
FS215,IOC Mannar Town,IOC,Northern,Mannar,8.9833,79.9,Available,Available,Available,12/26/2025 22:40,High,12
FS216,IOC Baddegama,IOC,Southern,Baddegama,6.1808,80.1872,Available,Available,Available,12/26/2025 22:45,High,9
FS217,Ceypetco Elpitiya,Ceypetco,Southern,Elpitiya,6.2917,80.1667,Limited,Available,Not Available,12/26/2025 22:50,Medium,21
FS218,IOC Akuressa,IOC,Southern,Akuressa,6.0969,80.4767,Available,Available,Available,12/26/2025 22:55,High,10
FS219,IOC Balangoda City,IOC,Sabaragamuwa,Balangoda,6.6647,80.704,Available,Available,Available,12/26/2025 23:00,High,11
FS220,Ceypetco Pelmadulla,Ceypetco,Sabaragamuwa,Pelmadulla,6.6167,80.55,Limited,Available,Not Available,12/26/2025 23:05,Medium,24
FS221,IOC Monaragala Town,IOC,Uva,Monaragala,6.8728,81.3507,Available,Available,Available,12/26/2025 23:10,High,12
FS222,Ceypetco Bibile,Ceypetco,Uva,Bibile,7.1536,81.2225,Limited,Available,Not Available,12/26/2025 23:15,Medium,28
FS223,IOC Kalmunai North,IOC,Eastern,Kalmunai,7.4167,81.8167,Available,Available,Available,12/26/2025 23:20,High,10
FS224,Ceypetco Eravur,Ceypetco,Eastern,Eravur,7.7833,81.6,Limited,Available,Not Available,12/26/2025 23:25,Medium,26
FS225,IOC Dehiattakandiya,IOC,Eastern,Dehiattakandiya,7.7,81.0167,Available,Available,Available,12/26/2025 23:30,High,13
FS226,IOC Kuliyapitiya East,IOC,North Western,Kuliyapitiya,7.4667,80.0333,Available,Available,Available,12/26/2025 23:35,High,11
FS227,Ceypetco Nikaweratiya,Ceypetco,North Western,Nikaweratiya,7.7472,80.1156,Limited,Available,Not Available,12/26/2025 23:40,Medium,29
FS228,IOC Kattankudy,IOC,Eastern,Kattankudy,7.675,81.73,Available,Available,Available,12/26/2025 23:45,High,10
FS229,IOC Veyangoda,IOC,Western,Veyangoda,7.1569,79.9989,Available,Available,Available,12/26/2025 23:50,High,9
FS230,Ceypetco Nittambuwa,Ceypetco,Western,Nittambuwa,7.1444,80.0958,Limited,Available,Not Available,12/26/2025 23:55,Medium,23
FS231,IOC Matugama,IOC,Western,Matugama,6.5228,80.1144,Available,Available,Available,12/27/2025 0:00,High,12
FS232,Ceypetco Aluthgama,Ceypetco,Western,Aluthgama,6.4389,79.9997,Limited,Available,Not Available,12/27/2025 0:05,Medium,25
FS233,IOC Deniyaya,IOC,Southern,Deniyaya,6.3397,80.5597,Available,Available,Available,12/27/2025 0:10,High,14
FS234,IOC Hatton Town,IOC,Central,Hatton,6.8914,80.5958,Available,Available,Available,12/27/2025 0:15,High,11
FS235,Ceypetco Talawakele,Ceypetco,Central,Talawakele,6.9369,80.6581,Limited,Available,Not Available,12/27/2025 0:20,Medium,27
FS236,IOC Kalawana,IOC,Sabaragamuwa,Kalawana,6.5322,80.4078,Available,Available,Available,12/27/2025 0:25,High,13
FS237,IOC Kataragama,IOC,Uva,Kataragama,6.4147,81.3333,Available,Available,Available,12/27/2025 0:30,High,9
FS238,Ceypetco Buttala,Ceypetco,Uva,Buttala,6.7536,81.2356,Limited,Available,Not Available,12/27/2025 0:35,Medium,26
FS239,IOC Padaviya,IOC,North Central,Padaviya,8.8236,80.7789,Available,Available,Available,12/27/2025 0:40,High,15
FS240,IOC Mullaitivu,IOC,Northern,Mullaitivu,9.2671,80.8142,Available,Available,Available,12/27/2025 0:45,High,14
FS241,IOC Kesbewa Town,IOC,Western,Kesbewa,6.7833,79.9417,Available,Available,Available,12/27/2025 0:50,High,10
FS242,IOC Bandarawela Town,IOC,Uva,Bandarawela,6.8289,81.015,Available,Available,Available,12/27/2025 0:55,High,12
FS243,IOC Gampola,IOC,Central,Gampola,7.164,80.5703,Available,Available,Available,12/27/2025 1:00,High,11
FS244,IOC Chunnakam,IOC,Northern,Chunnakam,9.7472,80.0333,Available,Available,Available,12/27/2025 1:05,High,9
FS245,IOC Galnewa,IOC,North Central,Galnewa,8.3247,80.3861,Available,Available,Available,12/27/2025 1:10,High,13
FS246,IOC Horowpothana,IOC,North Central,Horowpothana,8.5728,80.8981,Available,Available,Available,12/27/2025 1:15,High,14
FS247,IOC Mahiyanganaya,IOC,Uva,Mahiyanganaya,7.3274,80.9923,Available,Available,Available,12/27/2025 1:20,High,12
FS248,IOC Rikillagaskada,IOC,Central,Rikillagaskada,7.1458,80.7836,Available,Available,Available,12/27/2025 1:25,High,15
FS249,IOC Walasmulla,IOC,Southern,Walasmulla,6.1536,80.6936,Available,Available,Available,12/27/2025 1:30,High,11
FS250,IOC Lunugamvehera,IOC,Southern,Lunugamvehera,6.34,81.2167,Available,Available,Available,12/27/2025 1:35,High,16
FS251,IOC Tissamaharama,IOC,Southern,Tissamaharama,6.28,81.2875,Available,Available,Available,12/27/2025 1:40,High,12
FS252,Ceypetco Kirinda,Ceypetco,Southern,Kirinda,6.2436,81.2897,Limited,Available,Not Available,12/27/2025 1:45,Medium,24
FS253,IOC Hambantota Port,IOC,Southern,Hambantota,6.124,81.1185,Available,Available,Available,12/27/2025 1:50,High,10
FS254,Ceypetco Ambalantota,Ceypetco,Southern,Ambalantota,6.1139,81.0247,Limited,Available,Not Available,12/27/2025 1:55,Medium,22
FS255,IOC Tangalle City,IOC,Southern,Tangalle,6.024,80.789,Available,Available,Available,12/27/2025 2:00,High,11
FS256,IOC Kalutara North,IOC,Western,Kalutara,6.5854,79.9607,Available,Available,Available,12/27/2025 2:05,High,9
FS257,Ceypetco Beruwala,Ceypetco,Western,Beruwala,6.4736,79.9839,Limited,Available,Not Available,12/27/2025 2:10,Medium,23
FS258,IOC Wadduwa,IOC,Western,Wadduwa,6.6703,79.9249,Available,Available,Available,12/27/2025 2:15,High,10
FS259,Ceypetco Panadura South,Ceypetco,Western,Panadura,6.7144,79.9061,Limited,Available,Not Available,12/27/2025 2:20,Medium,25
FS260,IOC Moratuwa,IOC,Western,Moratuwa,6.773,79.8816,Available,Available,Available,12/27/2025 2:25,High,8
FS261,IOC Negombo Lagoon,IOC,Western,Negombo,7.2083,79.8389,Available,Available,Available,12/27/2025 2:30,High,9
FS262,Ceypetco Kochchikade,Ceypetco,Western,Kochchikade,7.2597,79.8542,Limited,Available,Not Available,12/27/2025 2:35,Medium,21
FS263,IOC Minuwangoda,IOC,Western,Minuwangoda,7.1731,79.9533,Available,Available,Available,12/27/2025 2:40,High,10
FS264,Ceypetco Divulapitiya,Ceypetco,Western,Divulapitiya,7.2333,79.9833,Limited,Available,Not Available,12/27/2025 2:45,Medium,24
FS265,IOC Katunayake,IOC,Western,Katunayake,7.1695,79.8891,Available,Available,Available,12/27/2025 2:50,High,7
FS266,IOC Avissawella,IOC,Western,Avissawella,6.9553,80.2049,Available,Available,Available,12/27/2025 2:55,High,11
FS267,Ceypetco Padukka,Ceypetco,Western,Padukka,6.8456,80.0906,Limited,Available,Not Available,12/27/2025 3:00,Medium,26
FS268,IOC Homagama,IOC,Western,Homagama,6.844,80.002,Available,Available,Available,12/27/2025 3:05,High,9
FS269,Ceypetco Kottawa,Ceypetco,Western,Kottawa,6.8415,79.9698,Limited,Available,Not Available,12/27/2025 3:10,Medium,27
FS270,IOC Maharagama,IOC,Western,Maharagama,6.847,79.9266,Available,Available,Available,12/27/2025 3:15,High,8
FS271,IOC Kegalle Town,IOC,Sabaragamuwa,Kegalle,7.2513,80.3464,Available,Available,Available,12/27/2025 3:20,High,12
FS272,Ceypetco Rambukkana,Ceypetco,Sabaragamuwa,Rambukkana,7.3236,80.3911,Limited,Available,Not Available,12/27/2025 3:25,Medium,24
FS273,IOC Mawanella,IOC,Sabaragamuwa,Mawanella,7.2522,80.4469,Available,Available,Available,12/27/2025 3:30,High,11
FS274,Ceypetco Warakapola,Ceypetco,Sabaragamuwa,Warakapola,7.2317,80.1967,Limited,Available,Not Available,12/27/2025 3:35,Medium,25
FS275,IOC Dehiowita,IOC,Sabaragamuwa,Dehiowita,6.9697,80.2625,Available,Available,Available,12/27/2025 3:40,High,13
FS276,IOC Badulla Town,IOC,Uva,Badulla,6.9934,81.055,Available,Available,Available,12/27/2025 3:45,High,10
FS277,Ceypetco Hali Ela,Ceypetco,Uva,Hali Ela,6.95,81.05,Limited,Available,Not Available,12/27/2025 3:50,Medium,26
FS278,IOC Passara,IOC,Uva,Passara,6.93,81.15,Available,Available,Available,12/27/2025 3:55,High,14
FS279,Ceypetco Ella,Ceypetco,Uva,Ella,6.8667,81.0466,Limited,Available,Not Available,12/27/2025 4:00,Medium,28
FS280,IOC Welimada,IOC,Uva,Welimada,6.9019,80.9133,Available,Available,Available,12/27/2025 4:05,High,12
FS281,IOC Trincomalee Port,IOC,Eastern,Trincomalee,8.5711,81.2335,Available,Available,Available,12/27/2025 4:10,High,9
FS282,Ceypetco Nilaveli,Ceypetco,Eastern,Nilaveli,8.6747,81.197,Limited,Available,Not Available,12/27/2025 4:15,Medium,27
FS283,IOC Kantale,IOC,Eastern,Kantale,8.355,81.0075,Available,Available,Available,12/27/2025 4:20,High,13
FS284,Ceypetco Morawewa,Ceypetco,Eastern,Morawewa,8.45,80.95,Limited,Available,Not Available,12/27/2025 4:25,Medium,30
FS285,IOC Serunuwara,IOC,Eastern,Serunuwara,8.25,81.3,Available,Available,Available,12/27/2025 4:30,High,15
FS286,IOC Puttalam Town,IOC,North Western,Puttalam,8.0362,79.8283,Available,Available,Available,12/27/2025 4:35,High,12
FS287,Ceypetco Anamaduwa,Ceypetco,North Western,Anamaduwa,7.88,79.9,Limited,Available,Not Available,12/27/2025 4:40,Medium,26
FS288,IOC Wennappuwa,IOC,North Western,Wennappuwa,7.35,79.85,Available,Available,Available,12/27/2025 4:45,High,9
FS289,Ceypetco Dankotuwa,Ceypetco,North Western,Dankotuwa,7.3,79.88,Limited,Available,Not Available,12/27/2025 4:50,Medium,24
FS290,IOC Chilaw South,IOC,North Western,Chilaw,7.575,79.795,Available,Available,Available,12/27/2025 4:55,High,11
FS291,IOC Vavuniya Town,IOC,Northern,Vavuniya,8.7514,80.4971,Available,Available,Available,12/27/2025 5:00,High,13
FS292,Ceypetco Omanthai,Ceypetco,Northern,Omanthai,8.8,80.55,Limited,Available,Not Available,12/27/2025 5:05,Medium,29
FS293,IOC Cheddikulam,IOC,Northern,Cheddikulam,8.72,80.53,Available,Available,Available,12/27/2025 5:10,High,14
FS294,Ceypetco Puliyankulam,Ceypetco,Northern,Puliyankulam,8.65,80.47,Limited,Available,Not Available,12/27/2025 5:15,Medium,31
FS295,IOC Nedunkeni,IOC,Northern,Nedunkeni,8.82,80.62,Available,Available,Available,12/27/2025 5:20,High,16
FS296,IOC Matale City,IOC,Central,Matale,7.4697,80.6214,Available,Available,Available,12/27/2025 5:25,High,10
FS297,Ceypetco Dambulla South,Ceypetco,Central,Dambulla,7.86,80.65,Limited,Available,Not Available,12/27/2025 5:30,Medium,27
FS298,IOC Galewela,IOC,Central,Galewela,7.75,80.57,Available,Available,Available,12/27/2025 5:35,High,14
FS299,Ceypetco Naula,Ceypetco,Central,Naula,7.7,80.65,Limited,Available,Not Available,12/27/2025 5:40,Medium,28
FS300,IOC Yatawatta,IOC,Central,Yatawatta,7.5667,80.6,Available,Available,Available,12/27/2025 5:45,High,12
FS351,Laugfs Dambulla,Laugfs Petroleum,Central,Dambulla,7.856,80.651,Available,Available,Available,12/27/2025 10:00,High,12
FS352,Sinopec Sigiriya,Sinopec,Central,Sigiriya,7.954,80.754,Limited,Available,Not Available,12/27/2025 10:05,Medium,26
FS353,IOC Habarana,IOC,Central,Habarana,8.037,80.748,Available,Available,Available,12/27/2025 10:10,High,11
FS354,Ceypetco Kandy South,Ceypetco,Central,Kandy,7.267,80.637,Limited,Available,Not Available,12/27/2025 10:15,Medium,29
FS355,Laugfs Peradeniya,Laugfs Petroleum,Central,Peradeniya,7.259,80.599,Available,Available,Available,12/27/2025 10:20,High,10
FS356,Sinopec Matale,Sinopec,Central,Matale,7.471,80.624,Available,Available,Available,12/27/2025 10:25,High,9
FS357,IOC Ukuwela,IOC,Central,Ukuwela,7.424,80.6245,Limited,Available,Not Available,12/27/2025 10:30,Medium,27
FS358,Laugfs Naula,Laugfs Petroleum,Central,Naula,7.706,80.6515,Available,Available,Available,12/27/2025 10:35,High,12
FS359,Sinopec Galewela,Sinopec,Central,Galewela,7.758,80.566,Limited,Available,Not Available,12/27/2025 10:40,Medium,25
FS360,IOC Rattota,IOC,Central,Rattota,7.536,80.694,Available,Available,Available,12/27/2025 10:45,High,13
FS361,Laugfs Badulla,Laugfs Petroleum,Uva,Badulla,6.989,81.055,Available,Available,Available,12/27/2025 10:50,High,11
FS362,Sinopec Bandarawela,Sinopec,Uva,Bandarawela,6.828,80.985,Limited,Available,Not Available,12/27/2025 10:55,Medium,26
FS363,IOC Ella,IOC,Uva,Ella,6.865,81.046,Available,Available,Available,12/27/2025 11:00,High,9
FS364,Ceypetco Mahiyanganaya,Ceypetco,Uva,Mahiyanganaya,7.327,81,Limited,Available,Not Available,12/27/2025 11:05,Medium,28
FS365,Laugfs Passara,Laugfs Petroleum,Uva,Passara,6.935,81.153,Available,Available,Available,12/27/2025 11:10,High,12
FS366,Sinopec Monaragala,Sinopec,Uva,Monaragala,6.871,81.351,Available,Available,Available,12/27/2025 11:15,High,10
FS367,IOC Bibile,IOC,Uva,Bibile,6.747,81.224,Limited,Available,Not Available,12/27/2025 11:20,Medium,27
FS368,Laugfs Wellawaya,Laugfs Petroleum,Uva,Wellawaya,6.736,81.104,Available,Available,Available,12/27/2025 11:25,High,11
FS369,Sinopec Thanamalwila,Sinopec,Uva,Thanamalwila,6.439,81.13,Limited,Available,Not Available,12/27/2025 11:30,Medium,30
FS370,IOC Buttala,IOC,Uva,Buttala,6.75,81.235,Available,Available,Available,12/27/2025 11:35,High,10
FS371,Laugfs Anuradhapura,Laugfs Petroleum,North Central,Anuradhapura,8.311,80.403,Available,Available,Available,12/27/2025 11:40,High,9
FS372,Sinopec Mihintale,Sinopec,North Central,Mihintale,8.359,80.51,Limited,Available,Not Available,12/27/2025 11:45,Medium,26
FS373,IOC Kekirawa,IOC,North Central,Kekirawa,8.037,80.594,Available,Available,Available,12/27/2025 11:50,High,11
FS374,Ceypetco Thambuttegama,Ceypetco,North Central,Thambuttegama,8.159,80.298,Limited,Available,Not Available,12/27/2025 11:55,Medium,29
FS375,Laugfs Medawachchiya,Laugfs Petroleum,North Central,Medawachchiya,8.541,80.498,Available,Available,Available,12/27/2025 12:00,High,12
FS376,Sinopec Padaviya,Sinopec,North Central,Padaviya,8.841,80.752,Limited,Available,Not Available,12/27/2025 12:05,Medium,31
FS377,IOC Horowpothana,IOC,North Central,Horowpothana,8.581,80.877,Available,Available,Available,12/27/2025 12:10,High,10
FS378,Laugfs Talawa,Laugfs Petroleum,North Central,Talawa,8.233,80.353,Available,Available,Available,12/27/2025 12:15,High,11
FS379,Sinopec Nochchiyagama,Sinopec,North Central,Nochchiyagama,8.265,80.207,Limited,Available,Not Available,12/27/2025 12:20,Medium,28
FS380,IOC Rajanganaya,IOC,North Central,Rajanganaya,8.189,80.178,Available,Available,Available,12/27/2025 12:25,High,12
FS381,Laugfs Polonnaruwa,Laugfs Petroleum,North Central,Polonnaruwa,7.939,81.002,Available,Available,Available,12/27/2025 12:30,High,10
FS382,Sinopec Hingurakgoda,Sinopec,North Central,Hingurakgoda,8.037,80.95,Limited,Available,Not Available,12/27/2025 12:35,Medium,27
FS383,IOC Medirigiriya,IOC,North Central,Medirigiriya,7.974,80.926,Available,Available,Available,12/27/2025 12:40,High,11
FS384,Ceypetco Giritale,Ceypetco,North Central,Giritale,8.003,80.973,Limited,Available,Not Available,12/27/2025 12:45,Medium,28
FS385,Laugfs Elahera,Laugfs Petroleum,North Central,Elahera,7.717,80.808,Available,Available,Available,12/27/2025 12:50,High,12
FS386,Sinopec Trincomalee,Sinopec,Eastern,Trincomalee,8.587,81.215,Available,Available,Available,12/27/2025 12:55,High,9
FS387,IOC Nilaveli,IOC,Eastern,Nilaveli,8.686,81.201,Limited,Available,Not Available,12/27/2025 13:00,Medium,25
FS388,Laugfs Kinniya,Laugfs Petroleum,Eastern,Kinniya,8.501,81.18,Available,Available,Available,12/27/2025 13:05,High,11
FS389,Sinopec Kantale,Sinopec,Eastern,Kantale,8.359,81.008,Limited,Available,Not Available,12/27/2025 13:10,Medium,28
FS390,IOC Morawewa,IOC,Eastern,Morawewa,8.536,80.979,Available,Available,Available,12/27/2025 13:15,High,12
FS391,Laugfs Batticaloa,Laugfs Petroleum,Eastern,Batticaloa,7.716,81.692,Available,Available,Available,12/27/2025 13:20,High,10
FS392,Sinopec Kalmunai,Sinopec,Eastern,Kalmunai,7.414,81.826,Limited,Available,Not Available,12/27/2025 13:25,Medium,27
FS393,IOC Akkaraipattu,IOC,Eastern,Akkaraipattu,7.219,81.849,Available,Available,Available,12/27/2025 13:30,High,11
FS394,Ceypetco Sammanthurai,Ceypetco,Eastern,Sammanthurai,7.363,81.832,Limited,Available,Not Available,12/27/2025 13:35,Medium,29
FS395,Laugfs Pottuvil,Laugfs Petroleum,Eastern,Pottuvil,6.876,81.83,Available,Available,Available,12/27/2025 13:40,High,12
FS396,Sinopec Ampara,Sinopec,Eastern,Ampara,7.297,81.674,Available,Available,Available,12/27/2025 13:45,High,9
FS397,IOC Dehiattakandiya,IOC,Eastern,Dehiattakandiya,7.708,81.08,Limited,Available,Not Available,12/27/2025 13:50,Medium,26
FS398,Laugfs Uhana,Laugfs Petroleum,Eastern,Uhana,7.363,81.639,Available,Available,Available,12/27/2025 13:55,High,11
FS399,Sinopec Maha Oya,Sinopec,Eastern,Maha Oya,7.536,81.343,Limited,Available,Not Available,12/27/2025 14:00,Medium,28
FS400,IOC Damana,IOC,Eastern,Damana,7.412,81.603,Available,Available,Available,12/27/2025 14:05,High,12
FS401,IOC Galle Main,IOC,Southern,Galle,6.0535,80.221,Available,Available,Available,12/27/2025 14:30,High,12
FS402,Ceypetco Unawatuna,Ceypetco,Southern,Unawatuna,6.017,80.248,Limited,Available,Not Available,12/27/2025 14:35,Medium,26
FS403,Laugfs Hikkaduwa,Laugfs Petroleum,Southern,Hikkaduwa,6.14,80.102,Available,Available,Available,12/27/2025 14:40,High,11
FS404,Sinopec Ambalangoda,Sinopec,Southern,Ambalangoda,6.235,80.054,Limited,Available,Not Available,12/27/2025 14:45,Medium,28
FS405,IOC Elpitiya,IOC,Southern,Elpitiya,6.294,80.161,Available,Available,Available,12/27/2025 14:50,High,10
FS406,Ceypetco Matara City,Ceypetco,Southern,Matara,5.9485,80.5353,Available,Available,Available,12/27/2025 14:55,High,13
FS407,Laugfs Weligama,Laugfs Petroleum,Southern,Weligama,5.974,80.429,Limited,Available,Not Available,12/27/2025 15:00,Medium,27
FS408,Sinopec Mirissa,Sinopec,Southern,Mirissa,5.946,80.457,Available,Available,Available,12/27/2025 15:05,High,9
FS409,IOC Akuressa,IOC,Southern,Akuressa,6.101,80.481,Limited,Available,Not Available,12/27/2025 15:10,Medium,29
FS410,Ceypetco Kamburupitiya,Ceypetco,Southern,Kamburupitiya,6.071,80.564,Available,Available,Available,12/27/2025 15:15,High,12
FS411,Laugfs Hambantota,Laugfs Petroleum,Southern,Hambantota,6.124,81.118,Available,Available,Available,12/27/2025 15:20,High,10
FS412,Sinopec Tissamaharama,Sinopec,Southern,Tissamaharama,6.279,81.287,Limited,Available,Not Available,12/27/2025 15:25,Medium,26
FS413,IOC Beliatta,IOC,Southern,Beliatta,6.048,80.736,Available,Available,Available,12/27/2025 15:30,High,11
FS414,Ceypetco Tangalle,Ceypetco,Southern,Tangalle,6.024,80.791,Limited,Available,Not Available,12/27/2025 15:35,Medium,28
FS415,Laugfs Walasmulla,Laugfs Petroleum,Southern,Walasmulla,6.153,80.698,Available,Available,Available,12/27/2025 15:40,High,12
FS416,IOC Rathnapura City,IOC,Sabaragamuwa,Ratnapura,6.6828,80.399,Available,Available,Available,12/27/2025 15:45,High,13
FS417,Ceypetco Balangoda,Ceypetco,Sabaragamuwa,Balangoda,6.661,80.695,Limited,Available,Not Available,12/27/2025 15:50,Medium,27
FS418,Laugfs Embilipitiya,Laugfs Petroleum,Sabaragamuwa,Embilipitiya,6.343,80.848,Available,Available,Available,12/27/2025 15:55,High,11
FS419,Sinopec Pelmadulla,Sinopec,Sabaragamuwa,Pelmadulla,6.62,80.542,Limited,Available,Not Available,12/27/2025 16:00,Medium,28
FS420,IOC Kalawana,IOC,Sabaragamuwa,Kalawana,6.531,80.407,Available,Available,Available,12/27/2025 16:05,High,12
FS421,Laugfs Kegalle,Laugfs Petroleum,Sabaragamuwa,Kegalle,7.252,80.344,Available,Available,Available,12/27/2025 16:10,High,10
FS422,Sinopec Mawanella,Sinopec,Sabaragamuwa,Mawanella,7.245,80.447,Limited,Available,Not Available,12/27/2025 16:15,Medium,26
FS423,IOC Warakapola,IOC,Sabaragamuwa,Warakapola,7.231,80.198,Available,Available,Available,12/27/2025 16:20,High,11
FS424,Ceypetco Rambukkana,Ceypetco,Sabaragamuwa,Rambukkana,7.323,80.392,Limited,Available,Not Available,12/27/2025 16:25,Medium,29
FS425,Laugfs Deraniyagala,Laugfs Petroleum,Sabaragamuwa,Deraniyagala,6.93,80.338,Available,Available,Available,12/27/2025 16:30,High,12
FS426,Sinopec Kuruwita,Sinopec,Sabaragamuwa,Kuruwita,6.78,80.366,Available,Available,Available,12/27/2025 16:35,High,9
FS427,IOC Godakawela,IOC,Sabaragamuwa,Godakawela,6.504,80.643,Limited,Available,Not Available,12/27/2025 16:40,Medium,27
FS428,Laugfs Kolonna,Laugfs Petroleum,Sabaragamuwa,Kolonna,6.405,80.681,Available,Available,Available,12/27/2025 16:45,High,11
FS429,Sinopec Nivithigala,Sinopec,Sabaragamuwa,Nivithigala,6.579,80.455,Limited,Available,Not Available,12/27/2025 16:50,Medium,28
FS430,IOC Ayagama,IOC,Sabaragamuwa,Ayagama,6.613,80.284,Available,Available,Available,12/27/2025 16:55,High,12
FS431,Laugfs Colombo Fort,Laugfs Petroleum,Western,Colombo Fort,6.9344,79.8428,Available,Available,Available,12/27/2025 17:00,High,10
FS432,Sinopec Pettah,Sinopec,Western,Pettah,6.9369,79.8487,Limited,Available,Not Available,12/27/2025 17:05,Medium,28
FS433,IOC Maradana,IOC,Western,Maradana,6.9286,79.8651,Available,Available,Available,12/27/2025 17:10,High,12
FS434,Ceypetco Borella,Ceypetco,Western,Borella,6.9145,79.877,Limited,Available,Not Available,12/27/2025 17:15,Medium,30
FS435,Laugfs Narahenpita,Laugfs Petroleum,Western,Narahenpita,6.902,79.8775,Available,Available,Available,12/27/2025 17:20,High,11
FS436,Sinopec Rajagiriya,Sinopec,Western,Rajagiriya,6.9108,79.8948,Limited,Available,Not Available,12/27/2025 17:25,Medium,26
FS437,IOC Battaramulla,IOC,Western,Battaramulla,6.8964,79.9181,Available,Available,Available,12/27/2025 17:30,High,10
FS438,Ceypetco Kotte,Ceypetco,Western,Sri Jayawardenepura Kotte,6.8905,79.9016,Limited,Available,Not Available,12/27/2025 17:35,Medium,29
FS439,Laugfs Nugegoda,Laugfs Petroleum,Western,Nugegoda,6.8697,79.889,Available,Available,Available,12/27/2025 17:40,High,12
FS440,Sinopec Maharagama,Sinopec,Western,Maharagama,6.8485,79.9266,Limited,Available,Not Available,12/27/2025 17:45,Medium,28
FS441,IOC Homagama,IOC,Western,Homagama,6.8433,80.0049,Available,Available,Available,12/27/2025 17:50,High,11
FS442,Ceypetco Kottawa,Ceypetco,Western,Kottawa,6.8402,79.9696,Limited,Available,Not Available,12/27/2025 17:55,Medium,27
FS443,Laugfs Piliyandala,Laugfs Petroleum,Western,Piliyandala,6.801,79.922,Available,Available,Available,12/27/2025 18:00,High,12
FS444,Sinopec Kesbewa,Sinopec,Western,Kesbewa,6.7955,79.9414,Limited,Available,Not Available,12/27/2025 18:05,Medium,28
FS445,IOC Moratuwa,IOC,Western,Moratuwa,6.773,79.8825,Available,Available,Available,12/27/2025 18:10,High,10
FS446,Ceypetco Panadura,Ceypetco,Western,Panadura,6.713,79.9045,Limited,Available,Not Available,12/27/2025 18:15,Medium,29
